Run_id, Final 10.0% episodes extrinsic score
run_2, 42.597122302158276
run_11, 40.91319444444444
run_7, 39.84308510638298
run_20, 36.4248496993988
run_0, 29.239690721649485
run_21, 25.917570498915403
run_8, 25.617363344051448
run_23, 25.34328358208955
run_6, 24.10153256704981
run_3, 21.21967213114754
run_22, 20.8218954248366
run_18, 20.768267223382047
run_12, 20.43527508090615
run_30, 20.383912248628885
run_26, 19.299424184261035
run_29, 19.171288743882545
run_16, 17.916512059369204
run_10, 15.171296296296296
run_19, 15.08787346221441
run_24, 14.5125
run_28, 13.237639553429027
run_27, 12.261753494282084
run_15, 12.043348281016442
run_13, 12.027472527472527
run_31, 10.95464135021097
run_4, 10.550925925925926
run_14, 9.81041388518024
run_5, 9.548672566371682
run_9, 9.38872104733132
run_25, 9.356736242884251
run_17, 9.356736242884251
run_1, 9.350299401197605
