Run_id, Final 10.0% episodes extrinsic score
run_2, 107.3943943943944
run_4, 51.243861134631665
run_0, 33.60396673064619
run_5, 24.024261239507876
run_3, 14.487902704101437
run_1, 14.022662522662523
run_7, 11.712661968629234
run_6, 9.353137516688918
